CustomerID,Age,Gender,Location,IncomeRange,SkinType,PurchaseFrequency,AOV,SubscriptionStatus,WebsiteVisits,EmailClicks,SocialEngagement,CustomerSegment,OrderDate,PurchaseIntervalDays,PaymentMethod,CouponUsed,Product,Returned,Rating,EmailOpenRate,SMSConversion,SocialCampaignClicks,ReferralUsed,LoyaltyProgram,NPS,FeedbackSentiment,SupportTickets
4635,18,Female,Mumbai,25k-50k,Dry,2,4921,No,9,5,9,New,05-04-2024,63,Wallet,Yes,Conditioner,No,3,45,18,8,No,Inactive,2,Positive,0
4636,55,Male,Delhi,50k-75k,Sensitive,3,4116,Yes,25,3,5,New,10-03-2024,44,Wallet,No,Serum,No,2,5,19,23,No,Inactive,8,Neutral,4
4637,55,Female,Chennai,50k-75k,Sensitive,1,1397,No,4,5,1,Repeat,13-06-2023,35,Card,No,Shampoo,No,4,77,13,42,No,Inactive,9,Positive,0
4638,38,Female,Hyderabad,50k-75k,Oily,2,1347,Yes,28,9,5,New,02-03-2025,25,Wallet,Yes,Conditioner,No,1,83,18,41,Yes,Inactive,0,Neutral,3
4639,46,Male,Mumbai,75k-100k,Combination,1,1230,No,6,4,0,New,17-04-2025,18,Card,No,Shampoo,No,1,30,8,41,Yes,Inactive,8,Neutral,3
4640,22,Female,Delhi,50k-75k,Dry,2,1410,No,11,3,13,Repeat,24-05-2024,55,COD,Yes,Moisturizer,No,5,63,18,42,Yes,Inactive,9,Positive,4
4641,27,Male,Delhi,<25k,Sensitive,3,4057,Yes,15,3,6,New,01-06-2025,57,UPI,Yes,Sunscreen,No,1,67,0,31,No,Inactive,6,Positive,1
4642,45,Female,Chennai,75k-100k,Combination,3,3790,No,15,3,9,Repeat,30-05-2023,80,Card,No,Sunscreen,No,5,77,3,8,Yes,Inactive,0,Neutral,4
4643,38,Female,Chennai,<25k,Combination,3,4740,No,21,8,9,Churn Risk,23-12-2023,9,Wallet,No,Sunscreen,No,2,23,12,18,No,Inactive,3,Positive,0
4644,24,Male,Hyderabad,50k-75k,Dry,1,2522,Yes,8,8,17,Repeat,07-06-2025,48,Wallet,No,Conditioner,No,5,5,12,39,No,Inactive,6,Positive,4
4645,20,Male,Mumbai,75k-100k,Dry,5,2561,No,15,9,6,Repeat,24-04-2025,62,COD,Yes,Shampoo,No,1,12,2,48,No,Active,3,Positive,2
4646,62,Other,Delhi,25k-50k,Normal,3,1124,No,11,0,8,New,27-11-2023,83,Wallet,Yes,Shampoo,No,5,64,2,7,No,Inactive,1,Positive,2
4647,64,Female,Hyderabad,50k-75k,Normal,5,4475,Yes,4,7,5,VIP,04-12-2024,58,COD,Yes,Moisturizer,No,1,43,19,33,Yes,Active,0,Positive,1
4648,37,Female,Hyderabad,<25k,Sensitive,5,2299,No,8,3,3,Repeat,01-11-2023,42,COD,No,Face Wash,No,3,3,19,28,No,Active,10,Positive,2
4649,36,Male,Chennai,75k-100k,Sensitive,2,887,No,1,3,17,Churn Risk,01-11-2024,44,COD,Yes,Conditioner,No,4,34,7,38,No,Inactive,9,Neutral,2
4650,52,Male,Delhi,75k-100k,Sensitive,4,3251,No,0,0,8,New,30-04-2023,73,UPI,Yes,Moisturizer,No,3,35,18,14,No,Inactive,2,Positive,3
4651,21,Male,Bangalore,25k-50k,Normal,5,4836,No,17,8,0,Repeat,11-01-2025,79,Wallet,No,Sunscreen,No,2,47,13,43,No,Active,4,Positive,4
4652,22,Male,Chennai,50k-75k,Sensitive,2,4141,No,18,0,5,Repeat,17-04-2023,37,Wallet,No,Serum,No,4,57,4,30,No,Inactive,6,Negative,2
4653,18,Female,Delhi,50k-75k,Sensitive,1,2588,No,17,8,12,VIP,06-11-2024,2,Card,No,Face Wash,No,5,32,2,21,No,Inactive,3,Positive,2
4654,21,Female,Hyderabad,50k-75k,Normal,1,4124,No,16,4,3,VIP,30-04-2025,31,UPI,No,Moisturizer,No,3,1,3,32,No,Active,9,Positive,0
4655,29,Female,Hyderabad,25k-50k,Normal,2,4057,Yes,6,0,7,New,08-04-2023,81,COD,Yes,Moisturizer,No,1,88,11,37,No,Active,5,Positive,4
4656,44,Male,Mumbai,50k-75k,Sensitive,1,4810,No,20,2,15,VIP,29-12-2024,60,Wallet,No,Sunscreen,No,5,83,14,37,No,Inactive,3,Positive,1
4657,59,Female,Bangalore,75k-100k,Sensitive,3,2151,Yes,15,2,8,VIP,06-07-2023,11,COD,No,Sunscreen,No,2,43,16,30,No,Active,2,Negative,3
4658,40,Female,Chennai,25k-50k,Combination,1,2506,No,1,0,12,Repeat,21-08-2024,5,Card,Yes,Conditioner,No,1,18,12,2,No,Inactive,8,Neutral,3
4659,42,Female,Mumbai,25k-50k,Oily,3,4981,No,14,2,13,Repeat,02-04-2024,42,COD,Yes,Shampoo,No,1,9,2,49,No,Inactive,0,Positive,0
4660,38,Female,Mumbai,75k-100k,Normal,2,694,No,19,5,8,Repeat,05-02-2024,82,Wallet,Yes,Sunscreen,No,4,74,5,29,No,Inactive,8,Neutral,0
4661,41,Other,Bangalore,25k-50k,Oily,4,4350,Yes,18,8,3,New,01-04-2023,53,Wallet,No,Moisturizer,No,1,2,16,39,No,Active,9,Negative,3
4662,42,Female,Chennai,50k-75k,Normal,4,3687,No,5,2,15,Repeat,10-01-2024,34,Wallet,Yes,Moisturizer,No,4,77,11,40,No,Inactive,7,Negative,0
4663,62,Male,Chennai,50k-75k,Combination,6,4470,No,2,7,11,New,16-09-2024,81,COD,Yes,Serum,No,1,67,6,39,No,Active,1,Positive,3
4664,63,Male,Hyderabad,25k-50k,Oily,2,4796,No,9,1,14,Repeat,28-02-2023,36,Wallet,No,Face Wash,No,4,37,19,33,No,Inactive,3,Neutral,4
4665,49,Other,Chennai,50k-75k,Combination,3,3795,No,11,8,19,Churn Risk,15-10-2024,56,UPI,Yes,Conditioner,No,2,84,17,45,No,Inactive,3,Positive,4
4666,49,Female,Mumbai,50k-75k,Dry,4,4223,Yes,27,4,16,Repeat,15-01-2023,19,COD,No,Shampoo,No,5,72,14,45,No,Inactive,8,Positive,1
4667,22,Male,Hyderabad,50k-75k,Oily,2,4593,No,8,8,9,Repeat,06-05-2025,39,COD,No,Serum,No,5,79,18,3,Yes,Inactive,6,Positive,2
4668,53,Female,Chennai,50k-75k,Oily,3,3569,No,22,6,17,Repeat,09-03-2023,50,UPI,No,Conditioner,No,2,93,1,2,No,Inactive,6,Positive,2
4669,63,Female,Bangalore,75k-100k,Oily,3,1671,Yes,13,8,10,Repeat,13-02-2024,6,UPI,No,Shampoo,Yes,3,69,11,10,No,Active,6,Positive,0
4670,59,Other,Mumbai,50k-75k,Dry,2,4223,No,2,1,4,Repeat,19-03-2023,59,UPI,No,Face Wash,No,5,34,18,7,No,Inactive,9,Positive,1
4671,59,Male,Delhi,25k-50k,Dry,3,1020,No,25,1,4,VIP,26-07-2025,24,Wallet,No,Face Wash,No,3,7,13,25,No,Inactive,10,Neutral,1
4672,56,Female,Bangalore,<25k,Combination,4,736,No,3,2,10,Churn Risk,18-01-2025,57,UPI,No,Sunscreen,No,5,63,5,37,No,Inactive,10,Neutral,4
4673,33,Female,Bangalore,<25k,Dry,3,3712,No,1,7,7,New,17-01-2025,57,Wallet,Yes,Moisturizer,No,5,95,11,35,Yes,Active,1,Positive,0
4674,50,Male,Chennai,100k+,Normal,3,2175,No,0,6,12,Churn Risk,10-10-2024,61,Wallet,No,Shampoo,Yes,1,48,3,49,No,Active,5,Positive,3
4675,38,Male,Hyderabad,100k+,Sensitive,2,3786,No,17,6,0,Repeat,30-09-2023,14,COD,No,Conditioner,No,3,47,18,11,Yes,Inactive,8,Neutral,3
4676,26,Female,Hyderabad,<25k,Oily,5,2830,No,1,7,7,New,08-06-2023,68,COD,No,Face Wash,No,3,10,3,22,No,Active,3,Positive,2
4677,23,Female,Mumbai,50k-75k,Combination,1,1231,No,21,4,6,New,18-01-2023,85,UPI,No,Serum,No,4,78,3,5,No,Active,4,Positive,4
4678,62,Female,Chennai,25k-50k,Combination,2,3986,No,3,9,0,VIP,28-09-2023,14,UPI,Yes,Moisturizer,No,5,42,10,19,No,Inactive,7,Positive,4
4679,52,Female,Hyderabad,100k+,Combination,4,563,No,29,2,17,VIP,21-02-2024,87,UPI,Yes,Face Wash,No,4,69,12,49,No,Inactive,5,Positive,2
4680,56,Male,Delhi,25k-50k,Combination,3,4907,No,3,0,4,Churn Risk,30-11-2023,81,COD,No,Sunscreen,No,5,21,19,39,No,Active,7,Positive,1
4681,39,Female,Chennai,50k-75k,Oily,2,4351,No,19,8,16,Repeat,01-05-2023,49,COD,Yes,Conditioner,No,5,88,7,5,No,Active,2,Neutral,3
4682,58,Male,Chennai,25k-50k,Combination,0,4871,No,4,7,11,New,16-03-2025,36,UPI,No,Moisturizer,No,4,68,3,6,No,Active,0,Positive,0
4683,22,Male,Hyderabad,25k-50k,Oily,3,2455,No,8,0,13,Repeat,10-12-2024,77,UPI,No,Sunscreen,No,1,79,15,35,No,Inactive,4,Neutral,4
4684,59,Male,Bangalore,25k-50k,Combination,4,3510,No,22,4,2,New,03-06-2023,82,Wallet,Yes,Sunscreen,No,2,66,13,11,No,Active,8,Positive,4
4685,40,Male,Chennai,50k-75k,Combination,6,3664,No,27,9,18,VIP,21-07-2024,6,Wallet,No,Conditioner,No,4,29,5,25,No,Active,8,Positive,1
4686,34,Female,Bangalore,50k-75k,Sensitive,3,2660,No,20,8,9,VIP,27-05-2023,16,Wallet,No,Sunscreen,No,2,49,12,35,Yes,Inactive,6,Positive,0
4687,29,Female,Mumbai,25k-50k,Normal,4,2616,Yes,0,7,1,New,11-02-2024,50,COD,No,Serum,No,3,96,0,20,No,Active,2,Positive,2
4688,40,Female,Mumbai,25k-50k,Dry,2,4146,No,6,4,4,New,16-01-2024,40,UPI,No,Shampoo,No,4,80,18,25,No,Inactive,3,Negative,2
4689,33,Male,Hyderabad,50k-75k,Dry,4,2902,No,13,1,0,VIP,20-11-2024,41,Card,No,Conditioner,No,1,82,5,26,No,Inactive,5,Positive,0
4690,20,Female,Mumbai,75k-100k,Dry,3,2687,Yes,24,2,16,New,26-01-2023,10,COD,No,Moisturizer,No,5,99,6,49,No,Inactive,4,Neutral,3
4691,47,Female,Hyderabad,75k-100k,Normal,4,4394,Yes,26,5,2,Repeat,09-09-2024,61,UPI,Yes,Conditioner,No,5,0,12,0,No,Inactive,6,Positive,2
4692,39,Female,Hyderabad,75k-100k,Oily,3,1058,Yes,6,8,19,Churn Risk,15-12-2024,61,Card,No,Serum,No,1,32,5,39,No,Active,4,Negative,1
4693,26,Female,Bangalore,50k-75k,Dry,3,4947,No,11,6,1,Repeat,11-08-2024,19,Card,Yes,Moisturizer,No,4,79,10,24,No,Inactive,1,Neutral,1
4694,46,Male,Bangalore,75k-100k,Dry,3,3175,Yes,18,6,1,New,13-04-2024,21,UPI,No,Conditioner,No,4,62,0,37,No,Inactive,5,Neutral,4
4695,64,Male,Mumbai,50k-75k,Dry,1,1206,Yes,4,1,0,VIP,26-06-2023,41,Card,No,Face Wash,No,1,29,18,18,No,Inactive,8,Neutral,4
4696,54,Male,Bangalore,25k-50k,Oily,6,2913,Yes,7,1,0,Churn Risk,12-11-2024,39,Card,No,Face Wash,No,4,55,17,27,No,Inactive,6,Neutral,0
4697,40,Female,Chennai,50k-75k,Normal,6,1969,No,22,6,15,Churn Risk,24-10-2024,28,Card,No,Conditioner,No,4,47,17,11,Yes,Inactive,7,Negative,4
4698,30,Other,Delhi,25k-50k,Normal,0,874,No,12,2,12,Churn Risk,16-05-2025,87,UPI,No,Moisturizer,No,3,58,13,18,Yes,Inactive,1,Positive,4
4699,49,Male,Chennai,25k-50k,Oily,1,3060,No,4,8,14,New,28-08-2024,73,Wallet,Yes,Conditioner,No,2,4,3,16,No,Inactive,3,Negative,4
4700,63,Male,Chennai,<25k,Sensitive,4,3444,No,14,2,18,Churn Risk,21-07-2024,69,COD,No,Moisturizer,No,2,23,10,2,No,Inactive,7,Positive,1
4701,64,Male,Hyderabad,25k-50k,Combination,1,581,No,29,3,1,VIP,10-03-2024,32,COD,Yes,Conditioner,No,4,59,7,24,No,Active,4,Positive,3
4702,40,Female,Delhi,25k-50k,Oily,5,4701,No,25,1,3,New,04-07-2024,37,COD,Yes,Sunscreen,No,4,33,3,22,No,Inactive,10,Negative,3
4703,62,Male,Hyderabad,50k-75k,Combination,3,3677,Yes,8,9,10,New,15-01-2023,61,UPI,No,Sunscreen,No,4,58,6,24,No,Inactive,3,Negative,2
4704,34,Male,Bangalore,50k-75k,Normal,3,3509,No,9,1,9,Churn Risk,07-12-2024,2,Card,No,Serum,No,4,89,12,7,Yes,Inactive,9,Positive,0
4705,57,Male,Bangalore,75k-100k,Combination,4,2873,No,13,7,17,New,06-08-2024,49,COD,No,Moisturizer,No,5,13,8,47,No,Inactive,8,Negative,1
4706,38,Female,Delhi,25k-50k,Dry,3,4659,No,3,0,10,Repeat,20-03-2025,20,Card,No,Conditioner,No,4,55,4,10,No,Inactive,7,Positive,3
4707,19,Female,Mumbai,25k-50k,Combination,4,3254,Yes,6,3,6,Repeat,02-06-2025,56,UPI,No,Serum,No,3,78,1,6,No,Active,8,Neutral,4
4708,54,Female,Bangalore,100k+,Combination,3,977,Yes,5,6,12,Repeat,17-02-2023,61,COD,Yes,Shampoo,No,4,15,9,47,No,Inactive,4,Positive,4
4709,23,Male,Chennai,50k-75k,Normal,4,3196,No,2,5,2,Repeat,17-11-2024,88,COD,No,Moisturizer,No,2,53,3,23,No,Active,4,Neutral,3
4710,61,Female,Delhi,75k-100k,Sensitive,2,1808,No,1,8,17,New,11-07-2024,55,COD,No,Shampoo,No,3,93,16,24,No,Inactive,0,Neutral,2
4711,35,Male,Delhi,50k-75k,Combination,3,2764,No,20,7,2,New,07-07-2024,30,Wallet,Yes,Sunscreen,No,5,56,14,24,No,Inactive,5,Positive,1
4712,47,Male,Bangalore,50k-75k,Normal,4,1562,No,29,1,0,New,21-10-2023,70,Card,Yes,Moisturizer,No,1,60,19,15,No,Inactive,8,Positive,4
4713,39,Female,Bangalore,25k-50k,Dry,4,3455,No,26,9,15,Churn Risk,26-06-2023,67,COD,Yes,Conditioner,No,2,27,3,5,No,Inactive,7,Neutral,1
4714,50,Male,Hyderabad,75k-100k,Combination,3,1247,No,22,9,6,New,21-09-2024,35,Card,No,Serum,No,2,43,10,41,No,Inactive,2,Positive,4
4715,47,Female,Hyderabad,<25k,Combination,3,1487,No,13,9,10,Churn Risk,30-03-2024,1,UPI,No,Serum,Yes,1,60,9,1,No,Inactive,6,Neutral,3
4716,34,Male,Chennai,25k-50k,Dry,5,3758,No,12,5,4,Repeat,04-05-2025,42,UPI,No,Face Wash,Yes,4,6,0,37,No,Inactive,6,Positive,0
4717,60,Male,Delhi,50k-75k,Oily,3,4666,Yes,24,0,2,VIP,19-05-2024,29,Card,No,Conditioner,No,4,44,9,42,No,Inactive,1,Neutral,4
4718,49,Female,Mumbai,50k-75k,Sensitive,5,625,No,28,2,1,VIP,19-07-2024,82,Wallet,No,Shampoo,No,3,26,13,15,Yes,Inactive,10,Neutral,3
4719,59,Female,Mumbai,75k-100k,Dry,4,3095,No,15,7,16,Churn Risk,01-11-2023,70,Wallet,No,Conditioner,No,4,60,5,30,No,Inactive,10,Positive,0
4720,31,Female,Delhi,<25k,Dry,3,1299,Yes,12,9,10,New,15-08-2023,60,Wallet,No,Serum,No,5,10,6,41,No,Inactive,1,Negative,1
4721,27,Female,Chennai,50k-75k,Dry,3,4832,No,16,0,16,Churn Risk,20-10-2024,86,Card,No,Shampoo,No,3,95,19,32,No,Inactive,1,Positive,0
4722,64,Female,Hyderabad,50k-75k,Oily,10,4398,Yes,11,0,14,Repeat,16-09-2023,36,COD,No,Conditioner,No,1,20,14,28,No,Inactive,2,Neutral,0
4723,53,Female,Hyderabad,25k-50k,Dry,4,4301,No,27,0,18,Repeat,21-03-2025,32,UPI,Yes,Face Wash,No,1,81,11,35,No,Inactive,5,Positive,2
4724,51,Female,Hyderabad,75k-100k,Oily,4,1961,No,17,4,18,New,16-03-2023,1,Card,No,Moisturizer,No,1,39,10,22,No,Inactive,7,Neutral,3
4725,26,Male,Mumbai,50k-75k,Sensitive,3,533,No,16,6,5,Repeat,08-09-2024,52,COD,No,Face Wash,No,4,43,17,28,No,Active,10,Positive,3
4726,59,Male,Mumbai,50k-75k,Oily,1,4254,No,3,3,8,New,25-03-2023,38,Wallet,Yes,Moisturizer,No,3,2,11,42,No,Inactive,5,Positive,2
4727,45,Female,Chennai,100k+,Sensitive,5,4237,No,13,8,4,Repeat,07-06-2025,4,Wallet,No,Conditioner,No,5,55,5,21,No,Active,1,Positive,4
4728,28,Male,Mumbai,50k-75k,Sensitive,5,4745,No,24,5,8,Churn Risk,23-03-2025,75,COD,No,Shampoo,No,1,42,1,34,No,Active,4,Positive,0
4729,31,Male,Bangalore,75k-100k,Sensitive,0,2656,No,15,4,4,VIP,17-10-2023,83,COD,No,Face Wash,No,2,28,9,17,No,Active,2,Positive,3
4730,56,Male,Mumbai,75k-100k,Normal,1,3517,No,10,4,18,Repeat,01-03-2024,70,COD,Yes,Sunscreen,No,2,13,14,34,No,Inactive,3,Positive,1
4731,64,Male,Hyderabad,50k-75k,Sensitive,1,1156,No,23,5,6,Repeat,26-03-2023,48,Card,Yes,Sunscreen,No,5,88,6,40,Yes,Inactive,1,Positive,3
4732,36,Male,Chennai,75k-100k,Oily,2,3040,No,3,1,7,Repeat,13-05-2024,63,UPI,No,Serum,No,5,18,14,22,No,Active,0,Neutral,2
4733,32,Male,Delhi,25k-50k,Normal,2,1851,No,28,2,7,Repeat,15-08-2024,24,UPI,No,Moisturizer,No,5,40,17,18,No,Inactive,7,Positive,1
4734,45,Male,Delhi,75k-100k,Dry,4,4709,Yes,9,2,9,VIP,12-05-2025,79,COD,Yes,Shampoo,No,5,80,0,14,No,Active,2,Negative,4
4735,41,Male,Chennai,50k-75k,Dry,4,1351,No,14,8,3,New,02-07-2023,45,UPI,No,Face Wash,No,2,80,16,1,No,Inactive,2,Negative,2
4736,25,Female,Bangalore,75k-100k,Combination,4,607,No,5,3,10,New,04-04-2023,65,UPI,Yes,Conditioner,No,5,25,9,32,Yes,Inactive,10,Negative,1
4737,60,Male,Delhi,50k-75k,Sensitive,3,4882,No,11,5,10,New,21-03-2023,51,Card,No,Sunscreen,No,2,91,9,21,Yes,Inactive,7,Positive,2
4738,26,Female,Hyderabad,75k-100k,Combination,3,1905,No,5,0,12,VIP,13-06-2023,56,UPI,No,Serum,No,3,93,7,20,No,Inactive,0,Positive,1
4739,64,Female,Delhi,75k-100k,Sensitive,5,4489,Yes,27,6,19,Repeat,07-11-2024,78,Wallet,No,Conditioner,No,3,27,2,31,No,Inactive,6,Negative,3
4740,50,Female,Delhi,50k-75k,Sensitive,5,2572,No,2,5,11,New,09-07-2023,1,COD,No,Moisturizer,No,2,78,11,36,No,Inactive,0,Negative,2
4741,50,Female,Hyderabad,50k-75k,Oily,0,2790,No,0,6,7,VIP,21-09-2023,72,UPI,No,Serum,No,4,44,2,7,Yes,Inactive,0,Positive,4
4742,36,Male,Mumbai,75k-100k,Oily,3,2111,No,7,9,13,New,12-02-2024,23,Card,No,Sunscreen,No,4,16,3,28,No,Inactive,4,Positive,4
4743,20,Male,Bangalore,25k-50k,Dry,5,3893,No,15,2,12,New,30-03-2023,22,COD,No,Face Wash,No,1,72,11,15,No,Active,6,Neutral,2
4744,27,Female,Hyderabad,<25k,Normal,3,1634,No,21,0,12,New,15-02-2025,49,COD,No,Shampoo,No,2,91,17,1,No,Inactive,8,Positive,1
4745,57,Male,Hyderabad,50k-75k,Dry,4,2336,No,4,4,3,Repeat,22-01-2023,25,UPI,No,Shampoo,No,3,82,3,22,No,Inactive,5,Positive,2
4746,64,Female,Chennai,50k-75k,Sensitive,3,3825,No,6,5,5,Repeat,06-09-2023,68,COD,Yes,Face Wash,No,5,31,11,18,No,Active,8,Positive,0
4747,59,Female,Bangalore,25k-50k,Normal,6,1294,No,5,9,5,Repeat,09-11-2024,65,COD,Yes,Conditioner,No,4,8,16,25,No,Inactive,5,Positive,2
4748,18,Male,Mumbai,50k-75k,Combination,1,4017,No,23,3,9,VIP,09-06-2023,53,Wallet,Yes,Moisturizer,No,3,28,17,37,No,Inactive,0,Positive,3
4749,46,Female,Hyderabad,25k-50k,Sensitive,5,4761,No,20,7,2,New,18-06-2023,21,UPI,Yes,Moisturizer,No,5,11,17,27,No,Inactive,4,Positive,3
4750,51,Female,Mumbai,25k-50k,Oily,3,913,Yes,10,2,9,Repeat,13-12-2024,42,Wallet,No,Conditioner,No,1,99,6,10,Yes,Inactive,9,Positive,2
4751,30,Male,Hyderabad,25k-50k,Dry,2,892,Yes,24,7,17,Churn Risk,15-02-2023,20,COD,No,Serum,No,2,23,15,10,No,Active,5,Negative,2
4752,18,Male,Hyderabad,25k-50k,Dry,6,731,Yes,9,4,13,New,08-04-2023,16,COD,No,Moisturizer,No,4,37,2,29,No,Active,8,Positive,4
4753,51,Female,Chennai,25k-50k,Combination,6,2442,No,8,8,4,VIP,19-01-2023,64,COD,No,Moisturizer,No,5,4,14,40,No,Inactive,7,Neutral,3
4754,46,Female,Delhi,50k-75k,Dry,2,2793,No,20,8,6,VIP,29-05-2023,49,Wallet,No,Shampoo,No,5,32,3,47,No,Inactive,4,Positive,4
4755,64,Male,Bangalore,25k-50k,Dry,4,4198,Yes,22,4,14,New,26-05-2024,65,Card,No,Shampoo,No,5,67,0,42,No,Inactive,5,Positive,0
4756,30,Male,Chennai,100k+,Normal,0,4148,No,1,3,3,Repeat,21-05-2025,83,Wallet,Yes,Face Wash,No,1,70,10,24,No,Inactive,2,Positive,4
4757,46,Female,Mumbai,50k-75k,Sensitive,2,1686,No,4,3,3,New,09-06-2025,39,Wallet,Yes,Moisturizer,No,1,95,14,19,No,Active,8,Neutral,2
4758,56,Female,Hyderabad,25k-50k,Normal,1,1385,Yes,5,0,12,Churn Risk,04-06-2023,55,Wallet,No,Face Wash,No,1,89,12,48,No,Inactive,0,Neutral,4
4759,41,Female,Hyderabad,25k-50k,Normal,4,1109,No,19,6,17,Repeat,25-08-2024,22,Wallet,No,Serum,No,3,66,13,49,No,Inactive,0,Positive,2
4760,43,Other,Bangalore,75k-100k,Dry,1,597,No,12,3,5,New,27-03-2023,76,COD,No,Moisturizer,No,4,23,3,36,No,Inactive,6,Neutral,1
4761,34,Male,Chennai,<25k,Sensitive,1,1446,Yes,13,5,16,New,06-10-2024,20,Wallet,No,Moisturizer,No,5,69,17,26,No,Inactive,5,Positive,4
4762,24,Female,Chennai,100k+,Dry,1,2182,No,2,6,19,Repeat,06-06-2024,21,Wallet,Yes,Conditioner,No,3,34,9,38,No,Active,6,Positive,2
4763,30,Female,Mumbai,50k-75k,Dry,2,2288,Yes,11,5,13,Churn Risk,11-11-2024,24,Card,No,Shampoo,No,4,29,13,20,No,Inactive,2,Positive,4
4764,22,Female,Chennai,50k-75k,Normal,3,3057,No,8,1,5,Repeat,19-07-2025,81,Wallet,No,Sunscreen,No,4,28,19,11,No,Inactive,7,Neutral,4
4765,43,Male,Chennai,100k+,Oily,1,2979,Yes,11,8,6,New,06-12-2023,32,Wallet,No,Sunscreen,No,1,50,0,25,No,Inactive,1,Positive,0
4766,20,Male,Delhi,50k-75k,Oily,6,2263,Yes,21,4,8,New,06-05-2023,4,COD,No,Conditioner,No,2,72,15,39,No,Active,6,Neutral,1
4767,24,Female,Bangalore,100k+,Normal,5,2393,No,8,1,15,New,12-05-2023,6,Card,No,Face Wash,No,5,11,17,23,No,Inactive,1,Positive,3
4768,56,Male,Chennai,100k+,Normal,1,4590,No,24,0,0,New,31-05-2023,87,COD,Yes,Conditioner,No,2,46,3,32,No,Active,4,Positive,1
4769,18,Female,Mumbai,100k+,Dry,1,553,No,18,3,11,VIP,28-07-2023,62,COD,No,Sunscreen,No,1,12,7,3,No,Inactive,8,Neutral,3
4770,34,Male,Hyderabad,75k-100k,Sensitive,2,4314,No,14,3,18,Repeat,30-05-2024,49,Wallet,No,Moisturizer,No,3,5,6,25,No,Inactive,2,Positive,3
4771,60,Male,Chennai,25k-50k,Dry,3,1772,No,9,8,3,New,07-03-2024,6,COD,No,Sunscreen,No,2,92,9,37,No,Inactive,9,Negative,0
4772,42,Male,Chennai,25k-50k,Dry,3,3320,No,12,1,13,Repeat,28-01-2023,63,COD,No,Face Wash,No,2,20,15,18,No,Inactive,10,Neutral,1
4773,20,Female,Hyderabad,50k-75k,Combination,3,4633,No,27,0,3,Repeat,29-01-2024,29,Card,No,Moisturizer,No,5,33,5,15,No,Inactive,2,Neutral,4
4774,32,Female,Delhi,100k+,Dry,2,960,No,26,7,10,New,06-06-2024,77,Wallet,No,Conditioner,No,5,99,12,18,No,Inactive,9,Neutral,3
4775,46,Female,Bangalore,50k-75k,Sensitive,5,951,Yes,10,3,1,New,30-03-2024,45,Wallet,Yes,Conditioner,No,5,50,17,48,No,Inactive,3,Neutral,3
4776,60,Female,Delhi,25k-50k,Dry,1,1753,No,3,1,1,VIP,09-05-2023,17,UPI,No,Serum,No,3,87,19,13,No,Inactive,10,Positive,4
4777,49,Male,Mumbai,75k-100k,Normal,1,4405,No,5,7,6,Repeat,11-06-2023,27,Wallet,No,Face Wash,No,5,10,4,14,No,Inactive,5,Positive,2
4778,43,Male,Chennai,50k-75k,Sensitive,6,3130,Yes,25,7,8,New,07-04-2023,85,COD,Yes,Shampoo,No,2,92,13,16,No,Inactive,3,Neutral,0
4779,33,Female,Delhi,50k-75k,Normal,1,784,No,12,0,9,New,29-06-2024,17,Card,No,Face Wash,No,2,45,18,28,No,Inactive,9,Positive,4
4780,42,Female,Bangalore,100k+,Combination,4,4113,Yes,18,3,10,VIP,25-02-2023,48,UPI,No,Moisturizer,No,4,6,16,1,No,Inactive,8,Positive,0
4781,45,Female,Mumbai,50k-75k,Combination,2,777,Yes,0,9,2,New,03-03-2023,32,UPI,Yes,Face Wash,No,2,23,10,48,No,Active,9,Positive,3
4782,26,Female,Delhi,50k-75k,Sensitive,5,2020,No,9,9,1,Repeat,13-09-2023,22,COD,Yes,Moisturizer,No,2,47,8,40,No,Inactive,4,Neutral,1
4783,18,Male,Chennai,50k-75k,Oily,3,3479,No,28,4,6,Repeat,28-04-2025,11,UPI,Yes,Moisturizer,No,2,26,0,24,No,Inactive,1,Negative,2
4784,46,Male,Bangalore,50k-75k,Oily,3,3702,No,27,0,5,Repeat,08-09-2024,54,Wallet,No,Face Wash,No,4,55,2,37,No,Active,7,Positive,0
4785,39,Female,Chennai,25k-50k,Sensitive,4,2092,Yes,2,5,15,New,01-07-2024,20,Card,No,Sunscreen,No,1,45,8,31,No,Inactive,9,Positive,1
4786,33,Male,Chennai,50k-75k,Sensitive,4,3416,Yes,12,0,4,New,29-05-2023,88,Wallet,No,Conditioner,No,1,58,19,18,No,Inactive,0,Neutral,4
4787,58,Male,Mumbai,<25k,Normal,0,4611,No,18,1,7,New,06-03-2025,54,COD,No,Sunscreen,No,5,25,3,16,Yes,Inactive,10,Negative,0
4788,61,Female,Bangalore,50k-75k,Combination,6,4070,No,12,8,19,Churn Risk,30-06-2025,27,COD,No,Sunscreen,No,5,33,13,19,No,Active,8,Positive,4
4789,58,Male,Hyderabad,50k-75k,Sensitive,2,1973,No,0,7,1,Repeat,08-04-2024,89,COD,No,Sunscreen,No,4,54,17,16,Yes,Active,3,Positive,0
4790,24,Female,Chennai,25k-50k,Dry,1,4431,Yes,4,3,4,Churn Risk,02-05-2023,68,COD,No,Face Wash,No,3,85,4,12,Yes,Inactive,2,Negative,2
